,PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,PROP_AGE
1211,2913,3,1432,111,2,1,4,1,1,2,2,0,5,3,2,4,3,344687,183833,11489580,27
1212,1173,4,790,119,1,1,2,1,0,0,0,2,0,4,2,2,3,231895,85435,6102500,18
1213,2458,2,1149,52,1,1,3,1,0,0,0,2,4,2,3,2,2,398296,233484,13734350,5
1214,4064,2,762,154,1,1,2,0,0,1,2,2,4,2,4,3,3,204076,56297,7037100,26
1215,746,2,847,6,1,1,3,2,1,1,0,2,5,4,3,2,3,223286,107177,8931450,34
1216,5342,6,1954,131,3,2,5,3,1,1,0,0,1,4,2,4,3,304545,101515,10151490,27
1217,3996,3,2232,172,4,2,6,3,1,2,2,0,5,3,2,3,3,591119,225188,14074260,11
1218,3043,1,1587,37,1,1,4,2,1,0,0,1,3,4,4,3,4,683649,105177,17529450,40
1219,2138,5,1891,100,2,1,5,2,1,0,0,2,3,3,4,4,4,575844,170620,21327550,15
1220,2559,3,1916,193,3,2,5,2,0,2,0,0,3,2,3,4,3,500831,95904,10655980,23
1221,1175,6,1622,62,2,1,4,4,1,2,2,2,4,4,2,2,2,359784,190474,10581870,21
1222,1788,6,1812,41,3,2,5,0,0,0,0,2,3,2,2,4,2,542691,120598,15074740,7
1223,4949,0,1010,121,1,1,3,4,1,2,2,1,5,3,3,3,3,304343,39270,9817500,20
1224,6045,5,1526,80,1,1,4,3,1,0,0,1,3,4,2,3,3,530201,194407,17673370,16
1225,2981,2,775,34,1,1,2,3,0,1,2,0,3,2,4,2,3,211304,105652,6603250,39
1226,3986,4,1239,78,1,1,3,2,1,2,0,1,0,3,2,4,3,184376,47581,5947625,14
1227,5338,1,1538,94,1,1,4,0,0,1,2,1,3,2,3,3,3,287791,163082,9593040,37
1228,5631,1,1853,142,2,1,5,3,0,0,1,2,5,3,3,2,3,759431,389978,20525170,36
1229,2463,6,1536,37,2,1,4,2,1,0,1,1,3,3,3,5,3,517869,220094,12946730,29
1230,5697,3,2241,10,4,2,6,2,1,1,0,2,5,4,2,4,3,477329,238665,12561300,25
1231,2801,6,1709,153,2,1,4,4,1,1,2,2,1,4,4,4,4,300949,138274,8133770,36
1232,4901,2,1282,137,2,1,4,4,0,0,2,0,5,2,4,4,3,471051,106366,15195200,8
1233,3350,4,1319,55,1,1,3,3,0,1,2,1,1,4,5,3,4,161381,109170,4746500,40
1234,6240,0,994,14,1,1,3,3,1,1,2,0,5,3,4,2,3,352984,83055,10381895,33
1235,397,2,782,192,1,1,2,4,0,2,0,2,4,3,4,3,3,212986,88132,7344340,32
1236,3756,3,2235,21,4,2,6,1,0,0,2,2,5,3,3,4,3,891866,455034,18201340,17
1237,3002,0,650,159,1,1,2,1,1,1,2,2,5,3,2,3,3,299640,90800,9080015,21
1238,2669,1,1677,55,1,1,4,2,0,1,0,2,3,2,4,2,2,414067,84937,10617090,42
1239,4749,0,684,82,1,1,2,2,0,2,2,2,0,4,3,2,3,173885,64063,4575925,35
1240,672,2,1128,41,1,1,3,4,1,1,0,1,5,4,4,3,4,303960,49026,9805150,9
1241,4534,3,1360,157,2,1,4,3,1,0,2,2,3,2,4,4,3,492311,214597,12623360,18
1242,4131,2,895,193,1,1,3,0,1,2,2,0,4,2,2,4,3,295535,38134,9533400,23
1243,1566,2,1227,104,2,1,4,3,1,2,1,2,4,3,4,3,3,314977,157489,10499240,31
1244,6092,5,1720,187,1,1,4,2,0,1,2,2,3,3,3,2,3,388983,125848,11440690,7
1245,1431,4,1003,42,1,1,3,1,0,1,1,2,4,4,3,4,4,282570,84771,7064250,13
1246,2611,3,2114,106,3,2,5,0,0,0,2,0,4,5,2,4,4,778771,406315,16929800,20
1247,700,2,973,155,1,1,3,1,1,1,2,2,3,2,3,3,3,245263,143775,8457350,29
1248,5157,6,1655,139,2,1,4,1,1,1,2,2,1,3,3,4,3,314127,174515,8725740,32
1249,5966,0,910,141,1,1,3,3,0,1,2,0,1,2,4,2,2,208434,45595,6513570,38
1250,6557,0,840,97,1,1,3,3,1,1,2,1,5,2,4,3,3,274318,34290,8572425,35
1251,4595,3,1835,194,3,2,5,2,0,0,2,2,5,3,4,4,4,526771,247892,15493260,13
1252,624,2,1001,1,1,1,3,1,0,2,0,0,4,2,3,2,2,272281,77795,9724320,13
1253,2895,1,1646,94,1,1,4,0,1,0,0,2,5,3,2,4,3,800245,389863,20519100,10
1254,1995,2,907,38,1,1,3,1,0,2,1,0,4,4,4,4,4,286305,107364,8947040,27
1255,5757,0,809,171,1,1,3,4,1,2,1,2,4,2,3,4,3,361745,108524,9043635,9
1256,1001,2,1278,99,2,1,4,3,0,0,0,0,4,2,2,3,2,394127,145973,14597300,26
1257,5336,2,1051,66,1,1,3,3,0,2,2,0,4,3,2,3,2,251373,55861,9310120,19
1258,4751,0,1054,59,1,1,3,3,0,2,2,1,2,2,3,3,3,239942,15480,7740080,12
1259,3718,4,971,161,1,1,3,1,1,0,0,2,1,3,2,4,3,408400,142052,8878250,11
1260,5106,3,1956,103,3,2,5,3,0,0,0,0,5,4,3,3,3,516993,150095,16677180,29
1261,6394,1,1921,106,2,1,5,1,1,2,2,1,4,2,2,3,2,457635,257419,14301080,40
1262,1102,4,947,102,1,1,3,0,1,2,2,0,0,4,4,3,3,171240,104954,5523875,47
1263,5294,6,1514,67,2,1,4,3,1,2,0,1,1,2,2,4,3,285565,111053,7932350,40
1264,3750,4,1125,176,1,1,3,0,0,0,1,1,3,2,4,3,3,306765,193746,8072750,41
1265,2896,4,1394,60,2,2,4,1,1,1,0,1,2,2,2,3,2,243679,111396,6962250,43
1266,4556,4,1609,60,2,2,4,2,0,0,0,2,5,2,3,3,3,428241,129770,12977000,20
1267,2837,5,1916,166,2,1,5,4,0,1,1,0,4,4,2,3,3,342548,184449,13174940,7
1268,664,2,1015,24,1,1,3,3,0,1,2,1,4,4,3,3,3,255486,92904,7742000,8
1269,375,2,835,124,1,1,3,4,0,2,2,2,3,5,4,2,3,230883,83957,6996450,30
1270,788,1,1617,128,1,1,4,3,0,1,0,1,5,2,4,3,3,329667,181885,11367820,36
1271,1089,5,1901,75,2,1,5,3,0,1,2,0,5,4,2,3,3,448049,238026,14001530,19
1272,404,1,1548,81,1,1,4,4,1,0,1,2,5,4,3,5,4,557957,111591,18598580,39
1273,15,1,1660,50,1,1,4,2,1,1,2,1,4,4,4,2,3,371792,174278,11618510,33
1274,3287,4,890,163,1,1,3,1,1,2,1,0,1,3,5,2,3,322356,120884,6715750,16
1275,6422,2,956,134,1,1,3,2,1,0,0,2,3,3,4,2,3,296124,130294,11844950,29
1276,6508,6,1841,37,3,2,5,1,1,1,0,0,4,3,3,4,3,356258,183875,11492190,47
1277,2436,2,1280,185,2,1,4,2,0,0,2,1,5,3,2,2,2,396308,127385,14153850,7
1278,3807,1,1636,66,1,1,4,2,1,2,2,1,5,3,2,3,3,498902,256193,13483830,20
1279,1681,3,2204,126,3,2,5,3,1,2,2,2,3,4,2,3,3,490282,208370,12257060,9
1280,2835,4,1203,199,1,1,3,3,1,2,0,1,0,3,3,4,3,282793,144405,6016875,11
1281,4975,2,1122,33,1,1,3,1,0,1,1,2,3,2,3,3,2,200395,48095,8015800,24
1282,1984,1,1574,78,1,1,4,4,0,1,1,0,4,2,2,2,2,363121,77026,11003670,31
1283,3174,3,1374,172,2,1,4,3,0,1,0,0,5,2,4,4,3,477334,233796,9741520,16
1284,3144,6,1746,163,2,1,4,3,1,0,1,2,1,2,3,2,3,449672,177143,13626420,36
1285,3186,4,1370,193,2,2,4,2,1,1,1,0,2,4,3,2,3,229005,152670,7633500,30
1286,1148,4,1362,27,2,2,4,0,0,1,2,0,1,2,3,2,2,252754,135194,5878000,48
1287,6061,1,1897,148,2,1,5,3,0,0,2,0,3,4,3,3,3,559938,394030,20738440,17
1288,272,2,1020,80,1,1,3,3,0,1,2,2,4,4,3,3,3,208007,128004,8000250,35
1289,5764,2,897,79,1,1,3,1,1,1,0,1,5,2,2,5,3,249117,44485,8897050,35
1290,6432,0,1023,198,1,1,3,2,0,0,0,0,2,3,3,2,3,484596,181723,12114895,13
1291,1615,4,1344,100,2,2,4,4,1,2,2,2,5,4,4,4,4,289579,224190,9341250,39
1292,2123,1,1689,96,1,1,4,1,1,0,2,0,4,3,3,4,4,574409,307719,20514620,31
1293,6504,6,1764,28,2,1,4,1,0,0,0,1,5,4,2,3,3,440633,279067,14687760,53
1294,4690,3,1820,84,3,2,5,3,1,1,0,2,4,3,2,2,2,388329,221902,11095100,5
1295,3758,2,987,39,1,1,3,3,1,1,0,0,5,3,4,2,3,340691,106466,10646600,4
1296,5165,5,1688,171,1,1,4,4,1,1,2,1,5,4,3,4,4,321820,141601,12872810,8
1297,5080,1,1908,164,2,1,5,1,0,1,0,1,3,2,3,4,3,339193,181711,12114050,20
1298,5046,2,1078,54,1,1,3,1,1,1,2,2,4,3,2,4,3,243057,140225,9348350,37
1299,1956,4,1637,100,2,2,4,0,1,1,1,2,5,4,4,2,3,432745,169335,9407500,44
1300,4887,0,1019,87,1,1,3,0,1,1,2,2,3,2,3,4,3,322694,125492,8963715,21
1301,385,2,1198,7,1,1,3,4,1,0,1,1,4,2,3,3,2,355402,92141,13163050,30
1302,3456,2,1002,45,1,1,3,3,1,0,2,0,3,5,2,3,3,404950,88583,12654700,26
1303,1205,4,1088,176,1,1,3,2,0,0,1,0,2,2,4,5,3,279923,118755,8482500,38
1304,2408,1,1703,101,1,1,4,3,1,0,0,0,5,4,3,3,4,650685,230888,20989850,40
1305,832,2,946,190,1,1,3,0,1,1,2,2,3,3,3,3,3,231722,33103,8275800,16
1306,4063,6,1983,6,3,2,5,4,0,0,1,2,0,4,3,3,3,438606,186075,13291100,40
1307,3510,4,1112,190,1,1,3,0,0,0,2,2,5,5,4,3,3,407058,178709,9928250,47
1308,1595,0,700,134,1,1,2,2,1,1,2,2,3,3,4,2,3,273943,76095,7609525,15
1309,79,1,1956,133,2,1,5,3,1,2,0,1,4,3,4,4,4,394631,182137,15178120,7
1310,5115,3,1666,175,2,1,4,1,0,2,2,2,4,2,2,4,3,353677,171786,10105060,27
1311,6943,6,1959,73,3,2,5,4,0,1,0,2,5,5,2,3,3,388561,184055,10225280,48
1312,2820,2,1276,92,2,1,4,4,1,2,2,1,4,3,4,4,3,340209,92784,10309370,15
1313,6524,2,1079,171,1,1,3,4,1,1,1,2,3,4,3,2,3,211580,126948,8463200,16
1314,2113,3,2357,151,4,2,6,4,1,2,0,0,3,3,2,2,2,399003,193066,12871060,26
1315,4233,1,1988,134,2,1,5,2,0,2,2,0,4,2,4,2,3,472793,177297,14774770,19
1316,4059,4,1257,35,1,1,3,4,1,2,0,2,3,4,3,4,4,359574,155270,8172125,23
1317,6401,6,1827,182,3,2,5,1,0,0,1,2,3,2,3,3,3,592747,296374,14818680,29
1318,3950,5,1661,51,1,1,4,3,1,0,2,2,5,2,4,2,2,777136,224960,20450950,15
1319,3685,4,939,35,1,1,3,2,0,0,1,2,5,4,2,3,3,338513,192129,9149000,28
1320,1704,6,1607,45,2,1,4,1,1,0,2,1,0,3,2,3,3,374971,149988,12499040,7
1321,3889,3,1829,50,3,2,5,1,0,2,0,2,3,4,2,4,4,441738,226006,10272980,30
1322,5348,2,806,11,1,1,3,2,0,1,2,0,5,3,4,3,4,241819,86364,8636400,12
1323,1670,2,784,162,1,1,2,1,0,1,0,2,4,4,2,2,2,209997,44999,7499900,26
1324,6846,6,1540,36,2,1,4,4,1,0,0,0,0,3,2,4,3,480611,113829,12647660,18
1325,98,1,1794,62,1,1,4,1,0,0,2,2,5,5,4,2,3,729338,104191,20838230,14
1326,3632,3,1875,22,3,2,5,4,0,1,0,2,3,2,4,2,3,279874,158595,9329120,6
1327,3165,3,1494,35,2,1,4,4,0,1,2,0,4,2,2,4,3,282731,82083,9120360,8
1328,4769,5,1921,134,2,1,5,2,1,0,2,2,3,3,3,5,4,694678,126305,21050860,28
1329,2766,0,603,188,1,1,2,2,0,1,2,0,2,4,4,3,4,197931,61853,6185335,9
1330,2149,3,1479,192,2,1,4,4,0,2,0,2,3,2,4,4,3,319235,134415,8400920,27
1331,2822,1,1574,128,1,1,4,4,0,1,2,0,5,2,3,3,2,320110,189695,11855940,32
1332,6458,2,730,4,1,1,2,0,1,2,1,2,5,4,3,4,4,242260,89726,8972600,18
1333,3582,3,2450,197,4,2,6,3,0,1,2,0,5,3,2,3,3,562797,137573,12506600,30
1334,4810,3,1379,83,2,1,4,0,0,2,2,0,5,4,5,4,4,439020,122517,10209760,19
1335,5053,5,1621,101,1,1,4,0,0,2,0,2,5,3,3,3,3,412785,167694,12899530,45
1336,3834,4,617,74,1,1,2,4,0,2,2,1,0,2,3,5,3,118866,47051,2476375,26
1337,1409,4,508,115,1,1,2,2,1,1,2,0,2,4,3,4,4,249876,62469,5679000,16
1338,4418,4,1485,120,2,2,4,0,1,1,1,1,4,2,3,4,3,360923,104267,8020500,32
1339,2906,4,804,46,1,1,2,3,0,0,2,1,5,3,2,4,3,293869,75566,8396250,7
1340,6014,2,917,147,1,1,3,4,0,1,1,1,4,4,5,3,4,199097,78217,7110600,8
1341,1774,1,1729,80,1,1,4,1,0,2,2,0,5,2,4,2,2,382289,99112,14158860,37
1342,5070,2,1102,89,1,1,3,3,1,0,2,0,5,2,3,2,2,449839,246686,14510950,29
1343,6892,6,1826,67,3,2,5,1,1,0,2,2,4,3,4,2,3,647223,215741,16595470,31
1344,4564,6,1864,46,3,2,5,3,1,0,2,0,3,2,2,3,2,636543,206876,15913570,51
1345,6985,6,1776,196,2,1,4,4,0,2,0,2,5,3,4,3,3,333552,177200,10423510,48
1346,3083,2,1091,184,1,1,3,0,0,0,1,1,5,2,4,2,3,317265,164978,12690600,8
1347,4828,0,712,118,1,1,2,2,1,0,2,2,3,3,4,3,3,403057,137888,10606765,11
1348,273,2,795,16,1,1,2,2,1,0,2,0,5,2,2,4,2,406341,209327,12313350,17
1349,4839,2,922,80,1,1,3,1,1,0,2,2,5,4,4,2,3,332248,53160,13289900,22
1350,3851,4,1473,80,2,2,4,4,1,1,2,2,3,3,2,4,3,258912,100224,8352000,10
1351,4045,4,1699,10,2,2,4,3,1,0,1,1,1,3,2,3,3,422679,102814,11423750,9
1352,2055,2,1026,5,1,1,3,1,0,2,1,0,5,3,4,3,3,293482,80961,10120070,19
1353,5870,1,1570,68,1,1,4,0,0,2,2,1,3,4,3,3,3,322143,96643,10738110,33
1354,5353,3,1479,199,2,1,4,2,0,1,0,0,3,2,2,4,3,348321,186904,8495640,22
1355,2781,3,2380,20,4,2,6,3,0,2,2,0,3,4,4,2,3,518324,135751,12341040,22
1356,3,2,704,52,1,1,2,4,0,1,0,0,3,3,2,2,2,162460,81230,6248450,39
1357,4742,3,1325,139,1,1,3,3,1,1,2,2,3,4,4,2,3,322145,101730,8477500,25
1358,6950,6,1558,49,2,1,4,2,0,0,0,2,3,4,3,4,4,452317,87950,12564350,55
1359,4193,2,1133,64,1,1,3,4,1,2,0,1,3,4,4,4,4,307064,158184,9304960,5
1360,1341,3,1866,86,3,2,5,1,0,1,0,0,4,2,4,3,3,530289,227267,10822220,21
1361,2602,0,936,106,1,1,3,3,1,2,1,2,3,2,2,3,3,352492,108459,9038260,24
1362,5615,6,1657,187,2,1,4,3,0,0,0,1,0,3,2,2,2,401448,184449,10849950,50
1363,1494,2,904,36,1,1,3,2,0,2,0,1,5,2,2,4,3,236658,50712,8452080,12
1364,7,2,924,183,1,1,3,1,1,0,1,0,5,4,3,4,3,404553,229247,13485100,30
1365,4985,3,2031,74,3,2,5,1,1,2,2,2,3,3,2,4,3,498882,190050,11878140,16
1366,2388,6,1945,63,3,2,5,2,1,1,1,0,3,2,3,2,2,416553,153467,10961920,16
1367,196,2,1297,170,2,1,4,2,0,1,2,0,5,3,4,3,3,282477,131150,10088450,39
1368,3658,3,2179,132,3,2,5,0,1,0,0,2,4,4,4,3,4,589346,357180,17858980,29
1369,879,2,996,191,1,1,3,2,1,1,1,0,4,2,3,2,2,264927,63948,9135400,28
1370,2517,2,969,176,1,1,3,2,0,2,2,2,5,4,3,2,3,285331,43232,8646380,39
1371,6868,6,1506,180,2,1,4,1,0,2,2,0,1,2,2,4,3,291588,85761,8576110,23
1372,792,2,1095,52,1,1,3,4,0,1,0,0,3,4,4,3,4,276119,108774,8367250,19
1373,1973,3,1329,44,1,1,3,0,1,2,0,2,4,4,4,2,3,492038,236178,9840760,19
1374,3134,4,1130,130,1,1,3,4,1,2,2,0,3,3,2,4,3,253845,177692,8461500,5
1375,3823,4,1299,141,1,1,3,3,0,0,0,2,4,4,3,4,4,458004,117164,10651250,35
1376,1617,4,514,79,1,1,2,1,0,1,0,1,1,3,4,2,3,111366,43309,3093500,38
1377,2172,3,1738,178,2,1,4,1,0,1,0,0,4,3,2,4,3,330042,159698,10646500,5
1378,612,5,1782,168,1,1,4,2,0,1,2,0,3,4,4,4,4,375257,181576,12105050,20
1379,2849,4,749,132,1,1,2,0,1,1,2,1,3,4,3,3,3,218325,101175,5325000,46
1380,5725,2,1267,5,2,1,4,4,1,1,2,1,4,3,4,4,4,234915,65776,9396600,24
1381,1224,4,694,32,1,1,2,1,0,0,2,0,2,4,4,3,4,270514,97108,6936250,35
1382,5473,0,1175,69,1,1,3,3,1,2,1,2,4,4,2,4,3,418573,160990,10732635,29
1383,322,1,1846,62,2,1,5,1,0,0,2,2,4,3,4,2,3,769310,222695,20244990,42
1384,4768,3,1428,17,2,1,4,2,1,0,2,2,3,4,2,4,3,648247,181509,12964940,7
1385,4630,0,824,46,1,1,3,2,1,2,0,2,2,2,2,3,2,267959,102455,7881135,29
1386,4969,6,1637,157,2,1,4,2,1,0,2,0,1,3,2,4,3,511497,242288,13460460,38
1387,3813,3,2189,144,3,2,5,1,1,2,0,0,4,3,4,2,3,510297,234461,13791820,12
1388,4191,0,1128,123,1,1,3,4,1,1,0,1,5,3,3,3,3,328536,19326,9662810,34
1389,4453,4,1213,22,1,1,3,3,0,1,2,2,4,2,3,3,3,325158,117610,6918250,33
1390,6753,6,1984,138,3,2,5,0,1,0,2,0,1,2,3,2,2,486061,282229,15679400,35
1391,5886,0,680,126,1,1,2,1,1,0,1,2,0,3,3,3,3,257659,68709,8588630,22
1392,7026,6,1508,54,2,1,4,4,0,1,1,2,2,4,5,3,4,206724,137816,6890790,47
1394,6378,1,1538,187,1,1,4,2,1,0,0,0,5,3,4,4,4,698753,139751,19964360,13
1395,313,5,1723,19,1,1,4,1,1,1,2,1,4,3,3,4,3,490038,226171,12565070,36
1396,6171,2,1161,58,1,1,3,2,1,2,1,2,5,4,4,3,4,296434,127043,10586920,33
1397,6864,6,1676,34,2,1,4,4,1,2,0,0,0,3,4,4,3,299942,118159,9089160,28
1398,64,5,1749,4,1,1,4,2,0,1,2,2,3,3,3,4,4,454076,113519,11351890,17
1399,5172,3,2199,200,3,2,5,4,1,1,2,0,5,4,4,4,4,561509,204185,12761560,18
1400,683,2,1101,30,1,1,3,2,0,1,1,0,5,4,3,2,3,269472,62877,8982400,40
1401,6348,0,1240,5,2,2,4,4,1,2,2,2,3,5,3,3,4,404199,74458,10636820,8
1402,6021,0,1266,7,2,2,4,2,0,2,2,0,0,3,3,4,3,300546,113720,8122870,38
1403,289,2,1021,159,1,1,3,0,1,2,2,2,3,4,4,2,3,298097,83840,9315520,9
1404,2949,6,1713,72,2,1,4,3,1,1,2,2,0,2,2,4,3,292206,118462,7897470,36
1405,6748,6,1563,158,2,1,4,4,0,1,0,1,0,2,2,4,3,174011,101039,5613270,36
1406,5110,2,889,133,1,1,3,2,0,0,2,0,5,4,4,2,3,400826,133609,12146250,15
1407,4648,6,1925,17,3,2,5,1,1,2,2,0,1,4,2,2,3,331656,176883,11055190,27
1408,4009,3,1791,107,3,2,5,1,0,1,2,0,4,4,2,3,3,438239,125211,10434260,23
1409,6663,2,910,178,1,1,3,3,1,1,2,2,5,3,2,2,2,303146,45931,9186250,23
1410,2202,3,2450,78,4,2,6,3,0,1,2,0,3,4,3,4,4,360785,232765,11638240,12
1411,2701,3,1763,155,2,1,4,2,1,2,0,2,3,2,3,2,2,353206,83107,10388400,27
1412,1036,2,1170,5,1,1,3,0,0,0,0,2,3,4,4,2,3,385904,186728,12448500,38
1413,2904,0,1294,26,2,2,4,4,1,1,2,0,3,2,4,4,3,311499,155750,10383300,20
1414,2385,3,1386,101,2,1,4,4,1,0,2,2,5,3,4,3,3,496825,262213,13800700,5
1415,3633,4,1506,156,2,2,4,1,1,1,1,1,1,3,2,2,2,264460,161256,6450250,35
1416,1996,1,1830,33,2,1,5,0,0,0,2,0,5,3,4,2,3,769130,270235,20787310,43
1417,524,2,744,112,1,1,2,0,1,1,1,1,3,3,3,2,3,174992,32406,6481200,28
1418,210,2,1298,75,2,1,4,4,1,1,2,1,4,3,3,4,3,291582,116633,9719400,4
1419,506,1,1615,181,1,1,4,0,0,1,1,1,3,2,4,2,2,295379,157535,9845950,30
1420,2155,3,1964,35,3,2,5,2,0,1,2,2,4,4,4,2,4,383214,211776,10084580,19
1421,874,2,812,21,1,1,3,3,0,1,0,1,4,4,5,3,4,224009,86713,7226100,10
1422,2571,0,1270,70,2,2,4,1,1,0,2,2,1,2,4,4,3,480796,160265,14569565,11
1423,1212,4,1045,59,1,1,3,3,0,1,2,1,0,4,4,4,4,128691,53621,3574750,35
1424,5244,2,1093,51,1,1,3,0,0,1,2,1,5,4,4,3,4,271262,61253,8750400,12
1425,5571,2,934,29,1,1,3,2,0,2,2,1,3,4,2,2,2,193095,57213,7151680,14
1426,1517,6,1617,171,2,1,4,2,0,1,2,1,5,4,2,2,2,324098,76760,8528890,42
1427,4195,6,1994,87,3,2,5,3,0,1,2,1,2,3,2,4,3,309945,92146,8376880,29
1428,7041,6,1759,8,2,1,4,1,1,1,2,0,5,4,3,5,4,443217,83852,11978830,29
1429,4065,3,1968,126,3,2,5,0,1,2,2,0,5,3,2,2,2,652659,208851,13053180,11
1430,2618,4,785,103,1,1,2,2,0,2,2,1,2,3,4,2,3,194903,62203,4146875,32
1431,2554,6,1956,11,3,2,5,0,0,2,2,2,1,2,4,3,3,353953,133928,9566290,17
1432,3600,4,1042,27,1,1,3,2,0,2,2,0,1,3,3,2,2,281930,143964,5998500,5
1433,5468,1,1566,21,1,1,4,2,0,2,2,1,4,3,2,4,3,309693,114701,11470100,26
1434,5565,3,1380,167,2,1,4,2,0,0,0,0,3,3,4,4,4,519292,193225,12076560,28
1435,1038,4,1047,52,1,1,3,0,1,1,0,0,2,4,3,4,3,332906,74734,6794000,50
1436,933,2,975,80,1,1,3,2,0,1,2,2,4,2,3,2,3,201871,129198,8074850,11
1437,3650,2,1036,152,1,1,3,3,0,1,2,1,5,2,4,2,2,224466,33254,8313550,17
1438,2898,1,1960,56,2,1,5,4,0,2,2,2,3,4,2,2,2,506073,77857,12976220,36
1439,1403,3,2438,153,4,2,6,3,0,1,2,2,4,4,2,3,3,368017,106844,11871500,5
1440,6349,5,1752,163,1,1,4,3,0,2,2,1,3,3,4,2,3,419552,119872,11987190,24
1441,884,2,1272,192,2,1,4,0,0,2,1,2,3,2,4,2,3,281019,27195,9065140,26
1442,6622,0,784,17,1,1,2,1,0,1,2,0,5,4,2,2,3,352718,90440,9044045,23
1443,2078,3,2461,184,4,2,6,4,0,2,2,0,4,3,4,2,3,444954,152556,12712980,28
1444,4103,2,911,98,1,1,3,4,0,0,0,2,5,2,2,2,2,299198,34523,11507600,28
1445,4920,3,2330,1,4,2,6,3,1,0,2,0,5,2,2,2,2,612818,158147,19768320,16
1446,6583,6,1673,86,2,1,4,1,0,1,1,1,4,2,4,4,3,288431,127249,8483250,44
1448,6893,6,1966,60,3,2,5,0,0,1,2,0,1,3,4,3,3,317668,140148,9343170,6
1449,3175,4,850,125,1,1,2,2,1,0,0,0,0,4,2,3,3,323806,84471,7039250,47
1450,4771,1,1622,37,1,1,4,3,0,1,2,0,3,3,2,2,2,305338,124397,11308830,24
1451,6851,6,1938,5,3,2,5,1,0,1,0,0,5,2,3,3,3,369739,231087,11554330,34
1452,5983,1,1867,138,2,1,5,2,1,1,2,2,4,4,3,3,3,337695,108062,13507780,24
1453,2752,0,791,72,1,1,2,1,1,2,2,1,0,5,4,3,4,242708,25548,6387040,16
1454,5971,1,1958,82,2,1,5,2,0,0,2,1,3,2,3,2,2,594051,118810,19801690,22
1455,5357,1,1601,108,1,1,4,0,0,2,2,0,4,2,3,4,3,505862,113819,12646540,38
1456,4474,4,1617,160,2,2,4,1,1,0,2,0,5,2,4,3,3,521505,289725,14486250,35
1457,557,2,1015,105,1,1,3,3,0,0,2,2,4,3,4,3,3,362010,58389,11677750,37
1458,1137,5,1572,111,1,1,4,4,1,1,1,0,4,4,3,4,4,319140,208669,12274630,29
1459,6430,5,1924,139,2,1,5,2,0,2,0,2,4,2,2,2,2,372072,179146,13780460,32
1460,603,5,1848,33,2,1,5,1,0,2,1,2,5,4,5,2,3,502253,221582,14772160,16
1461,760,2,1238,34,2,1,4,4,1,1,2,0,3,4,4,4,4,322053,171091,10064150,5
1462,307,5,1556,188,1,1,4,3,1,1,2,1,5,5,4,2,3,415316,232088,12215170,26
1463,1281,1,1543,97,1,1,4,3,1,0,2,1,4,4,2,2,3,578573,235045,18080410,13
1464,65,1,1534,7,1,1,4,0,0,0,2,2,4,2,2,4,2,692463,155804,17311570,26
1465,4480,3,1635,46,2,1,4,4,0,1,2,2,4,3,4,4,3,293971,169256,8908220,11
1466,1807,3,1450,120,2,1,4,2,1,2,2,0,4,2,4,3,3,477595,244104,10613220,11
1467,4076,2,1117,152,1,1,3,2,0,2,0,2,3,3,3,2,3,223631,91109,8282640,37
1468,1178,2,953,18,1,1,3,4,1,1,2,1,4,3,4,4,4,249555,96602,8050150,21
1469,5251,2,742,7,1,1,2,2,1,1,2,1,4,4,5,2,4,238070,126475,7439700,14
1470,2723,4,820,63,1,1,2,2,1,1,1,1,2,3,4,3,3,250045,76101,5435750,5
1471,4288,1,1895,194,2,1,5,2,1,1,2,0,4,2,2,3,3,344261,68852,13770420,31
1472,5007,1,1717,199,1,1,4,2,1,0,2,2,5,2,4,4,3,731893,203304,20330350,30
1473,1657,2,790,166,1,1,2,1,1,2,2,0,3,4,3,3,3,268584,86640,8664000,34
1474,5333,6,1885,156,3,2,5,1,1,0,2,2,4,2,4,4,4,590782,164106,16410600,55
1475,1147,6,1749,181,2,1,4,3,1,2,0,2,5,4,4,4,4,421703,111627,12403030,9
1476,3531,4,734,151,1,1,2,1,0,1,2,0,4,2,2,4,3,268090,100534,6702250,19
1477,1715,4,1624,3,2,2,4,3,0,1,2,1,0,3,5,3,3,231480,43066,5383250,23
1478,4916,0,953,63,1,1,3,4,1,2,2,2,2,2,4,3,3,329346,16467,8233645,23
1479,5309,2,967,158,1,1,3,4,1,2,1,2,3,3,2,3,3,239229,41246,8249290,34
1480,5283,2,961,15,1,1,3,1,0,1,2,0,4,3,4,3,3,218006,148244,8720250,19
1481,3168,4,1034,73,1,1,3,0,1,2,2,1,2,3,4,2,3,256914,48936,6117000,27
1482,6338,6,1940,89,3,2,5,2,0,1,1,2,5,2,3,4,3,355462,172345,10771580,9
1483,2819,2,753,150,1,1,2,2,0,0,1,0,3,3,5,2,3,250152,111179,9264900,38
1484,4048,4,755,76,1,1,2,1,0,0,2,2,2,4,4,2,3,230826,135780,6789000,28
1485,6511,1,1971,72,2,1,5,1,0,0,1,1,5,3,3,4,4,786861,170132,21266520,41
